1,7.908,8.044,7.996,7.86,7.884,7.98,7.996,8.02,8.408,9.028,9.6,10.072,10.392,9.916,9.068,8.34,7.704,7.496,7.488,7.504,7.584,7.884,8.084,7.996,7.88
0,7.924,8.032,7.896,7.804,7.936,8.02,7.904,7.84,7.924,8.02,7.916,7.832,7.82,7.94,8.068,8.024,7.912,7.9,8.06,8.056,7.928,7.92,8.04,8.064,7.948
1,8.1,7.964,7.936,8.02,8.088,7.988,7.9,8.124,8.556,8.98,9.376,10.016,10.524,10.116,9.076,8.448,7.996,7.636,7.412,7.512,7.796,8.048,8.012,7.996,8.104
0,8.02,7.912,7.932,8.052,8.056,7.908,7.928,8.02,8.092,7.932,7.92,8.032,8.06,8.156,8.04,7.984,8.076,8.164,8.064,8.004,8.064,8.168,8.096,7.984,8.024
1,7.896,7.928,8.06,8.06,7.916,7.896,7.988,8.076,8.208,8.652,9.28,9.916,10.36,10.272,9.544,8.876,8.088,7.544,7.448,7.584,7.656,7.776,7.972,8.12,8.084
0,7.88,7.98,8.06,7.972,7.888,7.948,8.068,7.988,7.88,7.952,8.056,8.008,7.92,7.964,7.976,8.088,8.1,7.972,7.952,8.084,8.092,7.948,7.916,8.064,8.112
1,8.128,8.02,7.98,8.052,8.108,8.024,7.94,8.208,8.716,9.192,9.588,10.18,10.48,9.776,8.784,8.152,7.78,7.584,7.424,7.548,7.872,8.116,8.024,7.976,8.084
0,8.064,7.936,7.944,8.056,8.076,7.948,7.924,8.044,8.108,7.976,7.928,8.036,8.092,8.184,8.052,7.956,8.052,8.184,8.092,7.984,8.036,8.172,8.12,7.988,8.016
1,7.916,8.064,8.072,7.944,7.904,7.996,8.064,8.16,8.504,9.104,9.696,10.08,10.188,9.516,8.84,8.172,7.62,7.452,7.552,7.652,7.72,7.936,8.084,8.056,7.964
0,7.98,8.076,7.988,7.888,7.944,8.044,8.008,7.912,7.92,8.056,8.044,7.904,7.9,7.96,8.088,8.1,7.956,7.956,8.048,8.096,7.96,7.928,8.036,8.128,8.016
1,8.084,7.948,7.852,7.944,8.08,7.968,7.804,7.896,8.324,8.732,9.072,9.628,10.212,10.18,9.16,8.512,8.052,7.688,7.364,7.364,7.628,7.96,7.944,7.856,7.98
0,7.984,7.836,7.836,7.98,8.044,7.844,7.82,7.952,8.032,7.916,7.84,7.952,7.996,8.128,8,7.892,7.976,8.088,8.028,7.876,7.924,8.044,8.044,7.9,7.928
1,7.988,7.816,7.804,7.944,7.988,7.804,7.724,7.896,8.236,8.544,8.948,9.664,10.328,10.172,9.208,8.608,8.1,7.572,7.244,7.316,7.644,7.844,7.812,7.86,7.98
0,7.86,7.788,7.868,7.98,7.876,7.768,7.836,7.964,7.932,7.804,7.828,7.972,7.972,8.024,7.84,7.812,7.964,8.016,7.848,7.816,7.916,8.044,7.848,7.764,7.912
1,7.92,7.832,7.928,8.052,7.924,7.8,7.828,8.06,8.344,8.676,9.252,10.044,10.596,10.196,9.272,8.716,8.096,7.528,7.368,7.552,7.792,7.856,7.876,8.004,8.108
0,7.824,7.828,7.96,8.032,7.832,7.796,7.928,8.032,7.9,7.824,7.924,8.044,7.992,7.976,7.856,7.948,8.072,7.984,7.836,7.9,8.032,7.996,7.852,7.86,8.012
1,8.036,7.864,7.872,8.008,8.052,7.864,7.8,8.064,8.516,8.884,9.392,10.176,10.728,10.116,9.092,8.504,7.984,7.58,7.384,7.548,7.904,8.04,7.92,7.944,8.076
0,7.92,7.84,7.924,8.064,7.972,7.844,7.916,8.04,7.98,7.848,7.884,8.008,8.064,8.076,7.928,7.904,8.024,8.064,7.9,7.9,8.024,8.1,7.924,7.872,7.988
1,7.932,7.864,7.968,8.112,7.956,7.812,7.944,8.284,8.66,9.016,9.636,10.364,10.536,9.576,8.764,8.248,7.824,7.48,7.448,7.732,8.036,8.012,7.972,8.092,8.18
0,7.832,7.864,8.02,8.056,7.876,7.832,7.98,8.08,7.9,7.856,7.976,8.088,8.008,8.036,7.932,8.032,8.172,8.052,7.916,8.016,8.16,8.076,7.94,7.964,8.092
1,8.052,7.904,7.912,8.052,8.1,7.888,7.84,8.04,8.412,8.688,9.112,9.792,10.3,9.896,8.98,8.5,8.084,7.864,7.516,7.492,7.824,7.984,7.892,7.932,8.092
0,7.972,7.856,7.968,8.1,7.984,7.884,7.956,8.068,8.024,7.868,7.92,8.048,8.116,7.992,7.76,7.72,7.884,7.992,7.892,7.892,8.056,8.136,7.956,7.94,8.104
1,7.804,7.744,7.896,7.992,7.828,7.696,7.8,8.112,8.396,8.796,9.456,10.184,10.264,9.328,8.6,8.128,7.624,7.24,7.272,7.536,7.788,7.784,7.776,7.92,8.012
0,7.756,7.804,7.928,7.92,7.768,7.808,7.944,7.976,7.788,7.78,7.92,7.984,7.908,7.844,7.784,7.924,8.02,7.844,7.752,7.876,7.988,7.88,7.752,7.852,8.004
1,7.84,7.996,7.904,7.768,7.796,7.916,7.936,8.024,8.496,9.212,9.804,10.24,10.288,9.62,8.896,8.036,7.52,7.484,7.548,7.564,7.692,7.96,8.072,7.92,7.824
0,7.916,7.976,7.8,7.74,7.884,8.004,7.816,7.752,7.86,8.016,7.872,7.744,7.78,7.932,8.068,7.968,7.812,7.88,8.032,7.972,7.804,7.852,8,8.004,7.84
1,7.824,7.816,8.02,8.024,7.844,7.812,7.956,8.048,8.088,8.476,9.16,9.808,10.18,10.144,9.456,8.804,8.092,7.516,7.404,7.556,7.58,7.712,7.916,8.076,8.02
0,7.776,7.904,8.028,7.868,7.776,7.868,8.04,7.932,7.796,7.848,8.012,7.94,7.84,7.872,7.912,8.064,8.064,7.868,7.848,8.012,8.076,7.896,7.836,8.04,8.1
1,7.844,7.816,7.992,8.064,7.888,7.808,7.92,8.044,8.2,8.52,9.152,9.784,10.168,10.048,9.332,8.72,8.084,7.496,7.384,7.512,7.668,7.72,7.86,8.02,8.044
0,7.792,7.896,8.012,7.972,7.792,7.848,7.996,8.012,7.844,7.832,7.96,8.028,7.936,7.912,7.84,8.024,8.056,7.904,7.848,8,8.048,7.956,7.836,7.964,8.068
1,7.812,7.704,7.864,7.96,7.844,7.66,7.772,8.12,8.456,8.84,9.428,10.176,10.32,9.388,8.624,8.128,7.604,7.232,7.18,7.508,7.768,7.764,7.712,7.916,7.952
0,7.72,7.736,7.896,7.888,7.716,7.712,7.884,7.932,7.784,7.696,7.9,7.956,7.904,7.836,7.744,7.884,7.96,7.844,7.716,7.808,7.96,7.872,7.744,7.796,7.948
1,7.98,7.936,7.788,7.828,8,7.932,7.764,7.856,8.288,8.748,9.116,9.672,10.336,10.28,9.26,8.5,7.98,7.664,7.364,7.316,7.576,7.936,7.944,7.828,7.904
0,7.98,7.812,7.76,7.912,7.984,7.848,7.772,7.904,8.016,7.88,7.76,7.844,7.928,8.068,7.976,7.844,7.868,8.04,7.984,7.804,7.832,8.028,8.016,7.852,7.816
1,7.988,7.852,7.84,8.008,7.992,7.828,7.784,8.108,8.568,8.904,9.356,10.084,10.516,9.768,8.76,8.212,7.832,7.468,7.28,7.468,7.844,7.972,7.872,7.904,8.068
0,7.904,7.816,7.88,8.04,7.932,7.8,7.852,8.004,7.964,7.812,7.856,8.008,8.024,8.064,7.896,7.884,8.044,8.088,7.892,7.856,8.004,8.092,7.932,7.86,7.956
1,8.1,7.896,7.824,7.976,8.1,7.896,7.8,7.948,8.372,8.692,9.124,9.712,10.372,10.252,9.216,8.44,7.98,7.592,7.308,7.348,7.68,7.952,7.888,7.884,8.02
0,7.968,7.804,7.844,7.992,8.004,7.832,7.836,7.98,8.044,7.86,7.812,7.98,8.04,8.124,7.936,7.868,7.964,8.12,7.972,7.844,7.94,8.092,8.008,7.872,7.92
1,7.892,7.772,7.852,8.02,7.98,7.76,7.736,7.952,8.268,8.532,9.028,9.712,10.232,9.852,8.94,8.428,7.94,7.396,7.224,7.46,7.752,7.824,7.764,7.892,8.044
0,7.78,7.768,7.924,8.004,7.84,7.764,7.88,8.016,7.884,7.788,7.872,7.992,7.996,7.964,7.812,7.888,7.996,7.972,7.828,7.848,7.988,8,7.808,7.824,7.98
1,8.116,7.816,7.836,8.048,8.048,7.736,7.7,7.916,8.28,8.584,9.028,9.732,10.316,10.144,9.184,8.584,8.128,7.632,7.332,7.44,7.728,7.92,7.86,7.896,8.064
0,7.872,7.788,7.88,8,7.924,7.764,7.852,7.996,7.924,7.752,7.788,8.012,8,8.08,7.888,7.904,8.048,8.096,7.904,7.892,8.032,8.132,7.928,7.864,8.004
1,7.868,7.808,7.976,8.06,7.9,7.784,7.892,8.144,8.38,8.724,9.308,10.004,10.28,9.576,8.82,8.412,7.888,7.384,7.3,7.592,7.776,7.812,7.852,8.008,8.076
0,7.792,7.876,7.992,8.016,7.808,7.82,8.012,8.052,7.844,7.804,7.972,8.024,7.968,7.912,7.824,7.992,8.076,7.952,7.816,7.964,8.1,8.004,7.828,7.928,8.06
1,8.024,7.732,7.884,8.004,8.008,7.692,7.812,8.112,8.44,8.688,9.228,9.936,10.232,9.576,8.716,8.324,7.836,7.416,7.228,7.484,7.748,7.912,7.78,7.952,8.06
0,7.752,7.776,7.924,7.98,7.816,7.732,7.892,7.996,7.944,7.744,7.884,8.008,7.956,8.072,7.752,7.892,8.056,8.052,7.728,7.852,8.02,7.996,7.768,7.836,7.96
1,7.88,7.692,7.736,7.916,7.924,7.768,7.632,7.868,8.192,8.588,8.88,9.652,10.256,10.132,8.976,8.48,7.964,7.46,7.08,7.232,7.524,7.684,7.624,7.812,7.94
0,7.928,7.632,7.824,7.948,7.904,7.656,7.8,7.944,7.888,7.672,7.796,7.924,7.96,7.928,7.776,7.788,7.94,7.932,7.832,7.744,7.936,7.988,7.924,7.76,7.944
1,7.852,7.624,7.852,7.948,7.832,7.6,7.796,8.052,8.304,8.696,9.332,10.072,10.248,9.592,8.74,8.296,7.708,7.304,7.132,7.4,7.644,7.796,7.68,7.896,7.944
0,7.692,7.712,7.884,7.836,7.78,7.7,7.88,7.864,7.812,7.644,7.884,7.932,7.816,7.904,7.684,7.884,7.956,7.836,7.644,7.844,7.964,7.808,7.672,7.812,7.956
1,7.776,7.956,7.876,7.78,7.768,7.912,7.912,8.028,8.432,9.128,9.656,9.968,10.016,9.396,8.728,7.948,7.412,7.372,7.432,7.444,7.58,7.812,7.976,7.876,7.776
0,7.884,7.924,7.76,7.664,7.848,7.928,7.756,7.684,7.812,7.956,7.812,7.744,7.68,7.872,7.996,7.892,7.764,7.824,7.984,7.952,7.784,7.764,7.956,7.972,7.812
1,7.956,7.8,7.756,7.98,8.012,7.812,7.744,7.912,8.256,8.532,8.976,9.552,10.212,10.168,9.324,8.584,8.188,7.648,7.352,7.268,7.596,7.78,7.824,7.78,8
0,7.856,7.76,7.808,7.976,7.9,7.8,7.772,7.972,7.928,7.8,7.772,7.936,7.988,8.024,7.856,7.788,7.976,8.02,7.872,7.788,7.94,8.036,7.88,7.828,7.916
1,7.844,7.816,8.024,7.956,7.852,7.78,7.988,7.992,8.072,8.548,9.272,9.792,10.048,9.912,9.228,8.676,7.88,7.464,7.38,7.536,7.524,7.736,7.876,8.056,7.92
0,7.76,7.928,7.98,7.812,7.792,7.904,8.012,7.832,7.848,7.832,7.988,7.892,7.788,7.888,7.852,8.064,7.944,7.832,7.792,8.02,7.98,7.82,7.784,8.016,7.988
1,7.892,7.96,7.78,7.84,7.836,7.932,7.736,7.872,8.276,8.98,9.372,9.844,10.168,9.868,8.904,8.152,7.596,7.492,7.336,7.272,7.492,7.856,7.952,7.752,7.852
0,7.98,7.84,7.692,7.724,7.94,7.9,7.724,7.736,7.884,7.912,7.748,7.832,7.728,7.932,8.008,7.796,7.828,7.852,7.984,7.824,7.804,7.82,8.008,7.848,7.756
1,7.888,7.744,7.86,7.948,7.908,7.748,7.808,8.076,8.428,8.772,9.336,10.052,10.452,9.752,8.832,8.396,7.868,7.352,7.2,7.416,7.704,7.812,7.784,7.896,8.016
0,7.776,7.756,7.908,7.96,7.808,7.736,7.888,7.988,7.832,7.74,7.864,7.972,7.948,7.92,7.752,7.892,7.98,7.932,7.796,7.852,7.988,7.976,7.788,7.808,7.956
1,7.856,7.78,7.96,7.98,7.884,7.728,7.912,8.084,8.328,8.68,9.348,9.968,10.272,9.764,9,8.508,7.872,7.376,7.316,7.512,7.64,7.748,7.84,7.992,8
0,7.744,7.88,7.944,7.916,7.792,7.84,7.936,7.944,7.792,7.816,7.96,7.96,7.92,7.892,7.828,7.98,8.004,7.88,7.772,7.976,8.024,7.928,7.788,7.948,8.024
1,7.936,7.84,7.792,8.04,7.96,7.82,7.736,8.156,8.532,8.912,9.312,10.028,10.344,9.656,8.724,8.328,7.884,7.44,7.256,7.38,7.768,7.876,7.828,7.832,8.048
0,7.872,7.792,7.9,7.988,7.884,7.792,7.832,7.996,7.9,7.792,7.8,8.02,8,7.988,7.888,7.84,8.072,8.016,7.888,7.832,8.028,8.048,7.896,7.828,8.008
1,8.044,7.904,7.828,7.868,8.028,7.944,7.756,8.044,8.688,9.216,9.548,10.196,10.512,9.768,8.724,8.108,7.676,7.54,7.288,7.4,7.764,8.056,7.904,7.856,7.932
0,8.028,7.788,7.808,7.936,8.032,7.792,7.84,7.912,8.024,7.876,7.832,7.9,7.944,8.096,8.008,7.844,7.912,8.068,8.032,7.8,7.932,8.056,8.02,7.808,7.92
1,7.916,7.844,8.012,8.104,7.948,7.816,7.936,8.084,8.168,8.476,9.06,9.792,10.264,10.26,9.54,8.928,8.308,7.636,7.368,7.496,7.688,7.688,7.824,8.016,8.116
0,7.816,7.908,8.016,8.02,7.824,7.888,8.016,8.052,7.868,7.796,8.012,8.096,7.964,7.96,7.876,7.98,8.152,7.952,7.856,7.956,8.144,7.996,7.876,7.916,8.112
1,7.88,7.984,7.972,7.768,7.832,7.912,7.924,7.912,8.364,8.992,9.636,10.188,10.448,9.904,9.092,8.216,7.544,7.4,7.428,7.436,7.484,7.824,7.988,7.956,7.776
0,7.884,7.988,7.832,7.708,7.904,7.976,7.872,7.732,7.864,7.968,7.92,7.78,7.748,7.888,7.972,7.976,7.8,7.84,7.972,7.984,7.848,7.816,7.94,8.004,7.84
1,7.908,7.848,7.876,8.168,7.916,7.804,7.828,8.148,8.396,8.78,9.388,10.24,10.748,10.244,9.316,8.684,8.12,7.508,7.384,7.5,7.904,7.852,7.92,7.972,8.204
0,7.82,7.856,7.924,8.1,7.812,7.844,7.896,8.156,7.852,7.82,7.848,8.172,8.04,7.972,7.896,7.932,8.196,7.992,7.884,7.916,8.184,8.032,7.868,7.912,8.116
1,8.108,8,7.856,7.872,8.068,8.032,7.876,8.18,8.86,9.4,9.828,10.304,10.348,9.6,8.668,7.912,7.544,7.564,7.42,7.46,7.744,8.112,8.012,7.876,7.888
0,8.076,7.868,7.804,7.876,8.072,7.912,7.812,7.848,8.08,7.968,7.828,7.856,7.96,8.132,8.06,7.86,7.876,8.096,8.072,7.876,7.876,8.052,8.064,7.892,7.9
1,7.792,7.904,8.084,7.936,7.812,7.868,8.032,8.084,8.216,8.784,9.48,9.996,10.2,9.932,9.216,8.608,7.832,7.456,7.452,7.58,7.568,7.76,7.98,8.092,7.948
0,7.86,8.016,8.032,7.836,7.84,7.976,8.04,7.844,7.808,7.936,8.076,7.896,7.812,7.88,7.94,8.128,7.988,7.86,7.928,8.104,8.008,7.848,7.904,8.092,8.056
1,7.832,8.032,8.044,7.84,7.8,7.936,8.04,8,8.264,8.896,9.584,9.972,10.104,9.72,9.04,8.344,7.656,7.48,7.552,7.552,7.524,7.848,8.084,8.076,7.816
0,7.896,8.044,7.968,7.744,7.892,8.056,8,7.752,7.884,8.06,8,7.768,7.728,7.86,8.044,8.092,7.872,7.824,7.988,8.072,7.912,7.816,7.972,8.112,7.972
1,7.508,7.544,7.56,7.612,7.636,7.644,7.832,7.992,8.188,8.384,8.604,8.544,8.584,8.504,8.076,7.512,6.772,6.312,6.224,6.264,6.508,6.792,7.012,7.284,7.404
0,7.852,7.804,7.604,7.52,7.656,7.636,7.592,7.624,7.692,7.688,7.628,7.588,7.82,7.412,7.492,7.624,7.644,7.668,7.664,7.72,7.78,7.692,7.628,7.688,7.672
1,7.844,7.796,7.864,7.9,7.852,7.9,8.004,8.276,8.444,8.588,8.924,8.964,8.94,8.94,8.656,8.084,7.368,6.776,6.452,6.508,6.84,7.164,7.272,7.436,7.736
0,7.944,7.92,7.86,7.948,7.872,7.804,7.896,7.932,7.86,7.812,7.824,7.856,8.104,7.952,7.864,7.836,7.836,7.896,7.956,8.028,8.02,7.968,7.924,8.004,8.044
1,8.088,8.196,8.24,8.124,8.172,8.368,8.464,8.62,8.892,9.02,8.956,8.944,9.096,8.68,7.92,7.196,6.712,6.54,6.54,6.928,7.392,7.52,7.68,7.804,7.932
0,8.316,8.236,8.228,8.224,8.128,8.092,8.1,8.124,8.112,8.1,8.128,8.076,8.344,7.94,7.944,8.076,8.212,8.152,7.988,7.984,8.112,8.196,8.22,8.14,8.056
1,8.36,7.976,7.856,7.936,8.148,8.344,8.456,8.616,8.78,8.72,8.468,8.52,8.388,7.764,7.232,6.736,6.38,6.5,6.744,6.924,7.132,7.484,7.732,7.924,8.116
0,8.224,8.132,8.064,7.988,7.9,7.992,8.096,8.08,8.128,8.092,8.08,8.352,8.272,8.084,7.952,8.02,8.056,8.004,8.084,8.108,8.096,8.06,8.076,7.996,7.956
1,7.356,7.828,7.98,7.976,7.948,8.056,8.16,8.036,7.992,8.004,8.184,8.276,8.3,8.176,8.096,8.156,8.188,8.188,8.18,7.968,7.944,8.168,8.24,8.204,8
0,8.792,8.716,8.624,8.392,8,7.336,6.58,6.34,6.436,6.744,7.112,7.156,8.776,7.976,8.064,8.22,8.22,8.116,8.148,8.144,8.08,8.112,8.192,8.288,8.288
1,8.08,8.136,8.204,8.096,8.104,8.364,8.572,8.584,8.808,8.72,8.532,8.536,8.232,7.512,6.98,6.54,6.384,6.528,6.852,7.148,7.368,7.66,7.864,7.872,8.084
0,8.044,8.072,8.076,8.06,8.044,8.104,8.116,8.084,8.084,8.024,7.96,7.996,8.036,8.128,7.956,7.912,8,8.04,8.112,8.072,8.032,8.124,8.228,8.176,8.108
1,7.008,7.216,7.616,7.908,7.98,8.124,8.08,7.788,7.928,8.012,7.944,8.072,8.324,8.184,8.204,8.112,8.096,8.136,8.152,8.184,8.192,8.304,8.212,8.152,8.068
0,8.444,8.544,8.596,8.356,8.456,8.64,8.112,7.344,6.648,6.332,6.328,6.632,8.664,8.064,8.204,8.18,8.224,8.184,8.168,8.2,8.424,8.296,8.196,8.152,8.044
1,8.136,8.124,8.096,8.128,8.18,8.128,8.08,8.4,8.664,8.764,8.864,9.128,8.968,8.676,8.476,7.96,7.18,6.64,6.324,6.296,6.628,7.06,7.308,7.488,7.776
0,8.364,8.34,8.448,8.564,8.24,7.976,7.956,7.916,7.988,8.024,8.152,8.14,8.508,7.876,7.912,7.984,8.084,8.22,8.164,8.124,8.156,8.216,8.216,8.152,8.244
1,8.056,8.084,8.148,8.2,8.06,8.052,8.112,8.148,8.08,8.08,8.068,8.1,8.264,8.228,8.168,8.112,8.188,8.248,8.208,8.16,8.104,8.224,8.2,8.192,8.276
0,6.868,6.436,6.372,6.664,6.956,7.188,7.496,7.676,7.8,7.848,8.06,8.08,7.48,8.236,8.224,8.264,8.248,8.284,8.216,8.252,8.216,8.268,8.3,8.332,8.296
1,8.344,8.512,8.324,8.172,8.364,8.448,8.58,8.788,8.912,8.82,8.62,8.596,8.484,7.912,7.356,6.808,6.54,6.604,6.832,7.176,7.564,7.92,8.112,8.012,8.132
0,8.092,8.172,8.184,8.208,8.316,8.36,8.288,8.232,8.224,8.088,7.936,7.96,8.124,8.272,8.116,8.088,8.112,8.176,8.128,8.124,8.132,8.14,8.28,8.224,8.092
1,8.136,7.992,7.988,8.108,8.28,8.384,8.284,8.452,8.672,8.556,8.396,8.728,8.776,7.748,6.908,6.244,6.072,6.212,6.964,7.696,7.448,7.556,7.768,7.616,7.56
0,8.012,8.008,8.088,8.144,8.148,8.196,8.296,8.176,7.896,7.832,7.748,8.028,7.996,7.656,7.712,7.892,8.12,8.172,8.12,7.876,7.768,7.848,8.088,8.316,8.452
1,8.456,8.456,8.468,8.54,8.58,8.592,8.588,8.632,8.688,8.692,8.688,8.684,8.74,8.72,8.696,8.692,8.68,8.628,8.608,8.596,8.6,8.568,8.52,8.444,8.428
